timestamp,forecast_orders
2026-06-30 01:00:00,1.96183649236852
2026-06-30 02:00:00,1.2313287623143605
2026-06-30 03:00:00,0.5555630664788023
2026-06-30 04:00:00,0.27853681717794654
2026-06-30 05:00:00,1.0411917810352556
2026-06-30 06:00:00,2.6321863485628967
2026-06-30 07:00:00,3.914292387703689
2026-06-30 08:00:00,4.045543237493511
2026-06-30 09:00:00,3.6498162034872346
2026-06-30 10:00:00,4.463931275317416
2026-06-30 11:00:00,7.536952523121398
2026-06-30 12:00:00,11.719468673065588
2026-06-30 13:00:00,14.16234451849457
2026-06-30 14:00:00,12.693591412725876
2026-06-30 15:00:00,8.00323395757225
2026-06-30 16:00:00,3.501975914141116
2026-06-30 17:00:00,2.737235494006752
2026-06-30 18:00:00,6.512257796079219
2026-06-30 19:00:00,12.210318544169446
2026-06-30 20:00:00,15.896443117701283
2026-06-30 21:00:00,15.33455542118401
2026-06-30 22:00:00,11.363083504397018
2026-06-30 23:00:00,6.6885530358668
2026-07-01 00:00:00,3.482185799234704
2026-07-01 01:00:00,2.0165887544925782
2026-07-01 02:00:00,1.2962924337009216
2026-07-01 03:00:00,0.6293856666457716
2026-07-01 04:00:00,0.36009947277677057
2026-07-01 05:00:00,1.1295949639331715
2026-07-01 06:00:00,2.726731950692563
2026-07-01 07:00:00,4.014462563574471
2026-07-01 08:00:00,4.150976487931464
2026-07-01 09:00:00,3.760281211161667
2026-07-01 10:00:00,4.5792990316894775
2026-07-01 11:00:00,7.657167304588566
2026-07-01 12:00:00,11.844518437436587
2026-07-01 13:00:00,14.292231299111558
2026-07-01 14:00:00,12.828302278889577
2026-07-01 15:00:00,8.142713099511203
2026-07-01 16:00:00,3.6460983883185163
2026-07-01 17:00:00,2.885783139263453
2026-07-01 18:00:00,6.664897787989989
2026-07-01 19:00:00,12.366585019067289
2026-07-01 20:00:00,16.055722243644674
2026-07-01 21:00:00,15.4960742404642
2026-07-01 22:00:00,11.525902809204078
2026-07-01 23:00:00,6.851564478532631
2026-07-02 00:00:00,3.644113369884919
2026-07-02 01:00:00,2.1759946867486937
2026-07-02 02:00:00,1.4515875331812333
2026-07-02 03:00:00,0.7788439824938935
2026-07-02 04:00:00,0.5018771648796037
2026-07-02 05:00:00,1.2617531451409914
2026-07-02 06:00:00,2.847263225430135
2026-07-02 07:00:00,4.121320912826974
2026-07-02 08:00:00,4.242110099510143
2026-07-02 09:00:00,3.833667797078496
2026-07-02 10:00:00,4.632983130364802
2026-07-02 11:00:00,7.689299023955556
2026-07-02 12:00:00,11.853393062420412
2026-07-02 13:00:00,14.276329162351004
2026-07-02 14:00:00,12.78632827593638
2026-07-02 15:00:00,8.07363522232355
2026-07-02 16:00:00,3.549184649735439
2026-07-02 17:00:00,2.760636271107514
2026-07-02 18:00:00,6.511487111530045
2026-07-02 19:00:00,12.185274914910577
2026-07-02 20:00:00,15.8472966790971
2026-07-02 21:00:00,15.261756856933648
2026-07-02 22:00:00,11.26737212323242
2026-07-02 23:00:00,6.570963799222603
2026-07-03 00:00:00,3.344055108679353
2026-07-03 01:00:00,1.8595587908628533
2026-07-03 02:00:00,1.1223138567547633
2026-07-03 03:00:00,0.44071848007583636
2026-07-03 04:00:00,0.15931186888174143
2026-07-03 05:00:00,0.9195599754375205
2026-07-03 06:00:00,2.510621751436398
2026-07-03 07:00:00,3.795740277147585
2026-07-03 08:00:00,3.933385385199193
2026-07-03 09:00:00,3.54783120023212
2026-07-03 10:00:00,4.376250372081398
2026-07-03 11:00:00,7.468011504296577
2026-07-03 12:00:00,11.673956323101326
2026-07-03 13:00:00,14.145148281536525
2026-07-03 14:00:00,12.709740869459097
2026-07-03 15:00:00,8.057842767083061
2026-07-03 16:00:00,3.6001828831259077
2026-07-03 17:00:00,2.884145439399532
2026-07-03 18:00:00,6.712882866111603
2026-07-03 19:00:00,12.46952065197353
2026-07-03 20:00:00,16.218878125302265
2026-07-03 21:00:00,15.724619685929277
2026-07-03 22:00:00,11.824863365363147
2026-07-03 23:00:00,7.2257777829151575
2026-07-04 00:00:00,4.098184620150364
2026-07-04 01:00:00,2.7142521026374116
2026-07-04 02:00:00,2.078038207351555
2026-07-04 03:00:00,1.497130528907027
2026-07-04 04:00:00,1.3152355766626638
2026-07-04 05:00:00,2.1729722830277085
2026-07-04 06:00:00,3.8586463467960224
2026-07-04 07:00:00,5.234649654425077
2026-07-04 08:00:00,5.4586113080276215
2026-07-04 09:00:00,5.153983590525998
2026-07-04 10:00:00,6.057144551264289
2026-07-04 11:00:00,9.216703622213275
2026-07-04 12:00:00,13.482786714183028
2026-07-04 13:00:00,16.005792404359994
2026-07-04 14:00:00,14.613267391015341
2026-07-04 15:00:00,9.994778279086738
2026-07-04 16:00:00,5.560582654846818
2026-07-04 17:00:00,4.857669544379963
2026-07-04 18:00:00,8.688876955813434
2026-07-04 19:00:00,14.437100593586203
2026-07-04 20:00:00,18.16701767619673
2026-07-04 21:00:00,17.642240334404345
2026-07-04 22:00:00,13.700925447254903
2026-07-04 23:00:00,9.04937195797483
2026-07-05 00:00:00,5.858622789013387
2026-07-05 01:00:00,4.401156845339951
2026-07-05 02:00:00,3.681429840262294
2026-07-05 03:00:00,3.0075108951448826
2026-07-05 04:00:00,2.723667722968515
2026-07-05 05:00:00,3.471155215768721
2026-07-05 06:00:00,5.038984112704998
2026-07-05 07:00:00,6.290314051038795
2026-07-05 08:00:00,6.383597596466014
2026-07-05 09:00:00,5.943158661870729
2026-07-05 10:00:00,6.706287072107228
2026-07-05 11:00:00,9.722535777188238
2026-07-05 12:00:00,13.842997252646366
2026-07-05 13:00:00,16.219050788251977
2026-07-05 14:00:00,14.679228941329377
2026-07-05 15:00:00,9.914080313529135
2026-07-05 16:00:00,5.334831701827163
2026-07-05 17:00:00,4.489419821345676
2026-07-05 18:00:00,8.18160038383782
2026-07-05 19:00:00,13.795148715099373
2026-07-05 20:00:00,17.395575926000994
2026-07-05 21:00:00,16.74727518989166
2026-07-05 22:00:00,12.689125063862743
2026-07-05 23:00:00,7.928080952726996
2026-07-06 00:00:00,4.635771897135127
2026-07-06 01:00:00,3.0851882263384125
2026-07-06 02:00:00,2.2812188422330424
2026-07-06 03:00:00,1.532285123706374
2026-07-06 04:00:00,1.1829242777324502
2026-07-06 05:00:00,1.8745769684545435
2026-07-06 06:00:00,3.3963559017302614
2026-07-06 07:00:00,4.6114396564627835
2026-07-06 08:00:00,4.678218342925083
2026-07-06 09:00:00,4.220874462355559
2026-07-06 10:00:00,4.976480692909955
2026-07-06 11:00:00,7.994301053802573
2026-07-06 12:00:00,12.12507193424679
2026-07-06 13:00:00,14.519754621444948
2026-07-06 14:00:00,13.006407542936977
2026-07-06 15:00:00,8.27505529900318
2026-07-06 16:00:00,3.7363574659822936
2026-07-06 17:00:00,2.9376472761975823
2026-07-06 18:00:00,6.68204788172198
2026-07-06 19:00:00,12.35268029387128
2026-07-06 20:00:00,16.014386923572893
2026-07-06 21:00:00,15.430885197770635
2026-07-06 22:00:00,11.440378091116354
2026-07-06 23:00:00,6.749152601103006
2026-07-07 00:00:00,3.5281832640183164
